Orig \ Dest,AL_BIR,AL_DEC,AL_MOB,AL_MON,AR_FAY,AR_LIT,AZ_FLA,AZ_PHO,AZ_TUC,CA_FRS,CA_LAX,CA_ONT,CA_SDI,CA_SFR,CA_STK,CO_DEN,CO_GRA,CT_HAR,FL_JAX,FL_LAK,FL_MIA,FL_TAL,GA_ATL,GA_MAC,GA_SAV,GA_TIF,IA_CED,IA_DES,IA_DUB,ID_TWI,IL_BLO,IL_CHI,IL_JOL,IL_QUI,IL_RFD,IL_ROC,IL_TAY,IN_EVA,IN_FTW,IN_GRY,IN_IND,IN_SBD,IN_TER,KS_HUT,KY_BOW,KY_LEX,KY_LOU,LA_NEW,LA_SHR,MA_BOS,MA_SPR,MD_BAL,ME_AUG,MI_DET,MI_RAP,MI_SAG,MN_DUL,MN_MIN,MN_STC,MO_GIR,MO_JEF,MO_JOP,MO_KAN,MO_STL,MS_JAC,MT_BIL,MT_MIS,NC_CHA,NC_GRE,NC_RAL,NC_WIL,ND_BIS,ND_FAR,NE_NPL,NE_OMA,NH_BRI,NJ_ELI,NM_ALB,NV_REN,NV_VEG,NY_ALB,NY_BRN,NY_BUF,NY_ELM,NY_ROC,NY_SYR,OH_CIN,OH_CLE,OH_COL,OH_TOL,OK_OKC,OK_TUL,ON_TOR,OR_MED,OR_PEN,OR_POR,PA_ALL,PA_ERI,PA_HAR,PA_PHI,PA_PIT,QC_MON,SC_CHA,SC_COL,SC_GRE,SD_RAP,SD_SXF,TN_CHA,TN_KNO,TN_MEM,TN_NAS,TX_AMA,TX_ANT,TX_AUS,TX_DAL,TX_ELP,TX_FTW,TX_HOU,TX_LAR,TX_LUB,TX_MCA,TX_TEX,UT_SLC,VA_ALE,VA_NOR,VA_RCH,VA_ROA,VA_WIN,WA_SEA,WA_SPO,WI_EAU,WI_GRE,WI_MAD,WI_MIL,WV_CHA,WV_HUN,WY_GRE
ON_TOR,8.0,65.0,65.0,65.0,131.0,9.0,22.0,22.0,22.0,31.0,10.0,15.0,13.0,31.0,31.0,22.0,22.0,11.0,33.0,13.0,8.0,33.0,11.0,65.0,8.0,33.0,23.0,11.0,23.0,12.0,11.0,8.0,8.0,32.0,8.0,9.0,18.0,32.0,10.0,10.0,8.0,11.0,32.0,22.0,12.0,10.0,11.0,12.0,131.0,8.0,15.0,14.0,16.0,25.0,15.0,124.0,23.0,11.0,23.0,22.0,14.0,22.0,9.0,11.0,9.0,14.0,14.0,14.0,24.0,24.0,8.0,23.0,23.0,22.0,22.0,16.0,12.0,22.0,14.0,14.0,98.0,98.0,7.0,98.0,8.0,16.0,9.0,26.0,16.0,29.0,8.0,8.0,,18.0,18.0,10.0,9.0,9.0,14.0,17.0,13.0,,24.0,8.0,15.0,23.0,23.0,65.0,65.0,24.0,12.0,131.0,8.0,24.0,29.0,131.0,10.0,24.0,8.0,131.0,8.0,131.0,12.0,14.0,10.0,10.0,22.0,10.0,9.0,18.0,11.0,61.0,9.0,61.0,8.0,8.0,12.0
OR_MED,26.0,26.0,26.0,26.0,139.0,14.0,24.0,19.0,9.0,32.0,31.0,35.0,33.0,31.0,69.0,34.0,10.0,9.0,8.0,10.0,10.0,8.0,10.0,10.0,21.0,10.0,40.0,40.0,40.0,14.0,56.0,14.0,11.0,10.0,15.0,56.0,10.0,10.0,8.0,7.0,12.0,11.0,10.0,24.0,10.0,10.0,10.0,9.0,139.0,11.0,8.0,10.0,19.0,56.0,13.0,56.0,40.0,14.0,7.0,24.0,15.0,24.0,15.0,24.0,26.0,14.0,13.0,8.0,14.0,14.0,14.0,40.0,40.0,24.0,24.0,19.0,22.0,8.0,24.0,15.0,22.0,8.0,22.0,22.0,22.0,22.0,10.0,56.0,9.0,56.0,9.0,139.0,12.0,9.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,12.0,14.0,14.0,13.0,8.0,8.0,26.0,26.0,26.0,26.0,9.0,8.0,10.0,9.0,10.0,13.0,22.0,13.0,7.0,12.0,139.0,22.0,10.0,11.0,11.0,11.0,11.0,52.0,10.0,56.0,56.0,12.0,8.0,11.0,11.0,19.0
OR_PEN,23.0,23.0,23.0,23.0,68.0,68.0,37.0,56.0,55.0,15.0,37.0,37.0,36.0,9.0,8.0,25.0,18.0,66.0,32.0,20.0,27.0,32.0,17.0,10.0,32.0,32.0,17.0,7.0,17.0,12.0,38.0,11.0,11.0,19.0,38.0,38.0,19.0,19.0,38.0,10.0,38.0,38.0,19.0,20.0,19.0,19.0,19.0,68.0,68.0,11.0,9.0,8.0,11.0,38.0,38.0,38.0,17.0,17.0,17.0,28.0,28.0,28.0,28.0,28.0,23.0,23.0,30.0,62.0,8.0,71.0,71.0,17.0,17.0,28.0,28.0,11.0,10.0,9.0,9.0,19.0,110.0,110.0,110.0,110.0,110.0,110.0,9.0,38.0,13.0,38.0,13.0,68.0,11.0,20.0,9.0,21.0,110.0,7.0,10.0,15.0,8.0,11.0,71.0,71.0,55.0,17.0,17.0,23.0,23.0,23.0,23.0,68.0,68.0,13.0,8.0,7.0,8.0,10.0,68.0,8.0,68.0,68.0,29.0,10.0,10.0,10.0,10.0,8.0,12.0,14.0,38.0,38.0,7.0,38.0,10.0,10.0,8.0
OR_POR,8.0,7.0,28.0,28.0,178.0,19.0,34.0,42.0,16.0,38.0,44.0,90.0,68.0,38.0,91.0,40.0,36.0,14.0,51.0,13.0,24.0,51.0,12.0,28.0,10.0,51.0,36.0,9.0,36.0,16.0,58.0,12.0,10.0,19.0,13.0,58.0,19.0,19.0,58.0,8.0,15.0,10.0,19.0,8.0,19.0,19.0,19.0,178.0,21.0,20.0,11.0,11.0,8.0,58.0,7.0,58.0,36.0,7.0,12.0,39.0,9.0,39.0,7.0,39.0,28.0,11.0,23.0,21.0,21.0,21.0,21.0,36.0,36.0,39.0,9.0,20.0,11.0,8.0,22.0,8.0,38.0,10.0,38.0,38.0,38.0,38.0,19.0,15.0,10.0,9.0,16.0,178.0,10.0,30.0,73.0,120.0,38.0,38.0,38.0,7.0,8.0,10.0,9.0,9.0,10.0,11.0,36.0,9.0,28.0,17.0,28.0,7.0,9.0,47.0,12.0,8.0,17.0,42.0,9.0,7.0,8.0,8.0,90.0,10.0,18.0,18.0,18.0,10.0,228.0,91.0,8.0,58.0,13.0,11.0,18.0,18.0,32.0
PA_ALL,29.0,22.0,13.0,23.0,11.0,10.0,9.0,24.0,32.0,11.0,37.0,38.0,12.0,13.0,9.0,13.0,28.0,81.0,26.0,102.0,72.0,30.0,58.0,11.0,32.0,27.0,8.0,14.0,17.0,73.0,7.0,112.0,99.0,91.0,25.0,43.0,12.0,11.0,8.0,20.0,36.0,22.0,12.0,57.0,31.0,14.0,29.0,10.0,8.0,133.0,18.0,75.0,46.0,31.0,32.0,21.0,12.0,23.0,11.0,57.0,15.0,9.0,20.0,22.0,10.0,73.0,73.0,132.0,18.0,135.0,32.0,51.0,51.0,57.0,57.0,19.0,164.0,91.0,59.0,73.0,18.0,215.0,41.0,10.0,39.0,17.0,23.0,77.0,58.0,48.0,13.0,11.0,16.0,8.0,32.0,10.0,177.0,17.0,73.0,104.0,109.0,26.0,12.0,36.0,59.0,51.0,51.0,25.0,14.0,8.0,29.0,233.0,15.0,14.0,68.0,233.0,52.0,42.0,13.0,8.0,8.0,10.0,35.0,81.0,56.0,81.0,28.0,20.0,16.0,32.0,8.0,11.0,29.0,10.0,10.0,8.0,27.0
PA_ERI,43.0,8.0,20.0,32.0,40.0,11.0,12.0,13.0,9.0,14.0,21.0,21.0,21.0,12.0,12.0,56.0,84.0,13.0,22.0,38.0,39.0,22.0,12.0,13.0,15.0,9.0,8.0,44.0,23.0,12.0,24.0,11.0,73.0,41.0,14.0,41.0,25.0,41.0,26.0,11.0,26.0,22.0,28.0,10.0,13.0,52.0,18.0,14.0,9.0,18.0,10.0,17.0,10.0,13.0,8.0,7.0,98.0,20.0,42.0,23.0,21.0,19.0,70.0,9.0,15.0,12.0,12.0,10.0,10.0,11.0,23.0,98.0,31.0,16.0,9.0,8.0,20.0,7.0,12.0,9.0,35.0,16.0,137.0,10.0,13.0,18.0,17.0,10.0,27.0,77.0,10.0,43.0,30.0,24.0,24.0,24.0,18.0,79.0,17.0,10.0,22.0,31.0,17.0,13.0,14.0,10.0,12.0,12.0,7.0,30.0,21.0,275.0,29.0,16.0,11.0,11.0,41.0,12.0,23.0,9.0,19.0,9.0,13.0,15.0,10.0,45.0,61.0,13.0,8.0,24.0,25.0,38.0,9.0,13.0,36.0,35.0,10.0
PA_HAR,56.0,26.0,45.0,13.0,10.0,13.0,22.0,34.0,12.0,16.0,19.0,37.0,30.0,13.0,10.0,22.0,16.0,133.0,46.0,100.0,79.0,8.0,108.0,11.0,27.0,20.0,25.0,13.0,21.0,10.0,49.0,50.0,43.0,153.0,24.0,57.0,9.0,14.0,38.0,62.0,48.0,76.0,12.0,19.0,38.0,56.0,33.0,14.0,15.0,101.0,64.0,102.0,20.0,74.0,23.0,10.0,10.0,23.0,10.0,8.0,31.0,12.0,15.0,19.0,21.0,7.0,74.0,109.0,16.0,84.0,32.0,10.0,9.0,7.0,20.0,30.0,175.0,120.0,11.0,51.0,38.0,90.0,27.0,24.0,27.0,29.0,92.0,112.0,78.0,46.0,24.0,11.0,29.0,10.0,8.0,10.0,89.0,26.0,167.0,192.0,83.0,8.0,14.0,24.0,45.0,120.0,28.0,11.0,17.0,24.0,34.0,441.0,25.0,33.0,59.0,10.0,59.0,97.0,8.0,13.0,30.0,23.0,9.0,178.0,42.0,58.0,33.0,27.0,9.0,40.0,14.0,14.0,24.0,41.0,41.0,17.0,9.0
PA_PHI,28.0,18.0,8.0,16.0,368.0,23.0,16.0,21.0,21.0,14.0,15.0,23.0,15.0,8.0,8.0,10.0,10.0,92.0,11.0,49.0,24.0,15.0,55.0,18.0,15.0,9.0,18.0,22.0,8.0,11.0,26.0,85.0,64.0,161.0,18.0,23.0,13.0,15.0,13.0,29.0,56.0,33.0,20.0,9.0,19.0,13.0,20.0,24.0,14.0,103.0,43.0,123.0,25.0,128.0,14.0,38.0,10.0,12.0,8.0,10.0,16.0,17.0,8.0,10.0,7.0,11.0,11.0,99.0,29.0,95.0,66.0,8.0,100.0,9.0,14.0,17.0,98.0,84.0,8.0,11.0,29.0,26.0,64.0,19.0,41.0,17.0,33.0,75.0,40.0,31.0,8.0,12.0,39.0,21.0,21.0,11.0,113.0,25.0,108.0,313.0,152.0,9.0,12.0,22.0,32.0,100.0,19.0,10.0,61.0,7.0,12.0,368.0,15.0,43.0,35.0,8.0,19.0,35.0,15.0,19.0,14.0,20.0,20.0,73.0,58.0,41.0,73.0,23.0,10.0,21.0,21.0,12.0,19.0,14.0,26.0,29.0,19.0
PA_PIT,52.0,25.0,33.0,8.0,10.0,10.0,14.0,24.0,8.0,11.0,19.0,12.0,25.0,15.0,12.0,21.0,9.0,83.0,17.0,32.0,23.0,52.0,47.0,8.0,63.0,62.0,18.0,34.0,32.0,7.0,19.0,131.0,77.0,9.0,66.0,55.0,12.0,23.0,59.0,122.0,116.0,148.0,48.0,12.0,26.0,48.0,62.0,22.0,24.0,72.0,39.0,146.0,13.0,82.0,52.0,42.0,10.0,21.0,16.0,15.0,40.0,22.0,30.0,50.0,27.0,32.0,32.0,72.0,59.0,48.0,92.0,8.0,34.0,10.0,11.0,16.0,95.0,12.0,10.0,15.0,19.0,57.0,58.0,27.0,38.0,20.0,96.0,180.0,75.0,43.0,28.0,16.0,21.0,8.0,53.0,9.0,112.0,31.0,85.0,129.0,226.0,11.0,97.0,102.0,38.0,17.0,11.0,9.0,36.0,144.0,29.0,8.0,14.0,15.0,41.0,17.0,33.0,116.0,24.0,30.0,22.0,19.0,18.0,54.0,42.0,30.0,82.0,33.0,19.0,53.0,14.0,10.0,71.0,23.0,97.0,41.0,8.0
QC_MON,12.0,12.0,12.0,12.0,18.0,18.0,10.0,10.0,10.0,38.0,38.0,38.0,38.0,38.0,38.0,10.0,10.0,14.0,12.0,12.0,12.0,12.0,8.0,12.0,12.0,12.0,8.0,8.0,8.0,8.0,17.0,17.0,17.0,172.0,17.0,17.0,172.0,172.0,17.0,17.0,17.0,17.0,172.0,20.0,172.0,172.0,172.0,18.0,18.0,18.0,13.0,17.0,11.0,17.0,17.0,17.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,20.0,12.0,8.0,8.0,14.0,14.0,14.0,14.0,8.0,8.0,20.0,20.0,8.0,99.0,10.0,8.0,8.0,22.0,99.0,99.0,99.0,99.0,99.0,8.0,17.0,12.0,17.0,18.0,18.0,,10.0,10.0,10.0,99.0,99.0,88.0,99.0,102.0,,14.0,14.0,14.0,8.0,8.0,12.0,8.0,12.0,12.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,10.0,8.0,19.0,19.0,19.0,28.0,10.0,10.0,17.0,17.0,17.0,17.0,19.0,19.0,14.0
SC_CHA,151.0,47.0,23.0,31.0,10.0,18.0,24.0,8.0,9.0,12.0,11.0,11.0,8.0,9.0,9.0,8.0,24.0,23.0,64.0,151.0,54.0,11.0,208.0,10.0,100.0,26.0,8.0,9.0,8.0,16.0,21.0,29.0,25.0,217.0,15.0,8.0,8.0,9.0,12.0,13.0,25.0,18.0,9.0,9.0,149.0,28.0,20.0,62.0,14.0,12.0,10.0,27.0,9.0,14.0,16.0,7.0,58.0,8.0,14.0,9.0,9.0,15.0,11.0,11.0,30.0,7.0,16.0,268.0,110.0,98.0,196.0,58.0,14.0,85.0,9.0,8.0,25.0,24.0,16.0,16.0,35.0,12.0,13.0,10.0,12.0,42.0,43.0,38.0,33.0,23.0,21.0,17.0,16.0,13.0,13.0,13.0,62.0,36.0,59.0,40.0,80.0,16.0,80.0,294.0,165.0,58.0,58.0,42.0,162.0,62.0,180.0,731.0,26.0,17.0,174.0,7.0,156.0,145.0,34.0,11.0,34.0,8.0,24.0,21.0,29.0,41.0,41.0,31.0,8.0,13.0,10.0,9.0,21.0,13.0,46.0,15.0,16.0
SC_COL,85.0,30.0,19.0,21.0,25.0,9.0,10.0,18.0,18.0,16.0,14.0,14.0,13.0,8.0,8.0,11.0,8.0,35.0,149.0,151.0,61.0,45.0,233.0,18.0,197.0,54.0,13.0,28.0,18.0,16.0,46.0,70.0,52.0,253.0,23.0,22.0,27.0,11.0,23.0,10.0,27.0,29.0,8.0,14.0,102.0,28.0,24.0,16.0,17.0,23.0,14.0,65.0,10.0,25.0,24.0,20.0,8.0,27.0,10.0,17.0,25.0,12.0,15.0,12.0,29.0,15.0,15.0,347.0,94.0,141.0,72.0,9.0,20.0,7.0,12.0,10.0,9.0,57.0,55.0,11.0,14.0,9.0,13.0,18.0,13.0,18.0,55.0,51.0,31.0,24.0,13.0,21.0,18.0,10.0,13.0,9.0,42.0,30.0,79.0,42.0,74.0,35.0,100.0,62.0,249.0,93.0,11.0,43.0,82.0,50.0,142.0,14.0,9.0,14.0,77.0,36.0,71.0,54.0,23.0,83.0,14.0,8.0,15.0,48.0,71.0,86.0,47.0,38.0,15.0,8.0,16.0,8.0,23.0,13.0,33.0,18.0,11.0
